Standardized_SMILES,CYP1A2,CYP2A6,CYP2B6,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP2E1,CYP3A4
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,0.0,0.0,0.0,,0.0,,,0.0,
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)COC(=O)c2ccc[n+]([O-])c2)c1,,0.0,,,,,,0.0,
CCN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(C)c1,0.0,0.0,0.0,,,,,0.0,
CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c-4n[nH]c1C,,0.0,0.0,,0.0,,,0.0,
CCN1C(=O)C(Cc2cccc(OC)c2O)(OC(=O)N(C)C)c2cc(Cl)ccc21,,0.0,,,,,,,
CCN1C(=O)CC(N2CCN(c3ccc(OC)cc3)CC2)C1=O,,0.0,,,0.0,,,0.0,
CCN1C(=O)CNc2ncc(-c3ccc(-c4nnc[nH]4)nc3C)nc21,,0.0,0.0,0.0,0.0,,,0.0,
CCN1C(=O)CSc2ccc(C(=O)OC)cc21,,0.0,,,,,,0.0,
CCN1C(=O)N[C@@H](CCc2ccccc2)[C@H](C(=O)OC)[C@H]1C,,0.0,,,,,,0.0,
CCN1C(=O)N[C@@H](c2cccc(C(F)(F)F)c2)C(C(C)=O)=C1C,,0.0,,,,,,0.0,
CCN1C(=O)N[C@@H](c2cccc(C(F)(F)F)c2)[C@H](C(=O)OC)[C@H]1C,,0.0,,,,,,0.0,
CCN1C(=O)N[C@@H](c2cccs2)C(C(=O)OC)=C1C,,0.0,,,0.0,,,0.0,
CCN1C(=O)N[C@H](c2ccccc2)C(C(C)=O)=C1C,,0.0,,,,,,0.0,
CCN1C(=O)[C@@H]2[C@H](C1=O)[C@@H]1C(=O)Nc3ccccc3C(=O)N1[C@@H]2c1cccc(Cl)c1,,0.0,,,,,,0.0,
CCN1C(=O)c2ccccc2S(=O)(=O)c2ccc(C(=O)N3CCOCC3)cc21,,0.0,0.0,,0.0,,,0.0,
CCN1C2OC3OC4C(OC3OC2N(CC)S1(=O)=O)N(CC)S(=O)(=O)N4CC,,0.0,0.0,,0.0,0.0,0.0,0.0,
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,,0.0,,,,,,0.0,
CCN1CCC(Oc2c(C#N)ncc3[nH]c4ncccc4c23)CC1,,0.0,,,0.0,,,0.0,
CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,,0.0,,,,,,0.0,
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(NC)cc1OC,,0.0,0.0,,,,,0.0,
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,,0.0,0.0,,,,,0.0,
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)N(C)C)ccc1Cl,,0.0,,,,,,0.0,
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,,0.0,0.0,,,,,0.0,
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,,0.0,,,,,,0.0,
CCN1CCN(C(=O)C2CCN(C(=O)Nc3ccccc3)CC2)CC1,,0.0,,,,,,0.0,
CCN1CCN(C(=O)CCN2C(=O)c3ccccc3S2(=O)=O)CC1,,0.0,,,,,,0.0,
CCN1CCN(C(=O)CS(=O)(=O)Cc2nc(-c3ccccc3C)oc2C)CC1,,0.0,0.0,,,,,0.0,
CCN1CCN(C(=O)NS(=O)(=O)c2ccc(C)cc2)CC1,,0.0,,,,,,0.0,
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCN1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCCCC3)c2)CC1,,0.0,,,,,,0.0,
CCN1CCN(C(=O)c2ccc(OC)c(S(=O)(=O)Nc3ccc(C)cc3)c2)CC1,,0.0,0.0,,,,,0.0,
CCN1CCN(C(c2cccs2)C(C)NC(=O)c2c(F)cccc2F)CC1,,0.0,0.0,,,,,0.0,
CCN1CCN(C)C[C@@H](NC(=O)c2cc(Br)c(NC)cc2OC)C1,,0.0,,,,,,0.0,
CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,,0.0,0.0,0.0,,,,0.0,
CCN1CCN(S(=O)(=O)c2c(C)[nH]c(C)c2C(=O)N2CCCCC2)CC1,,0.0,0.0,0.0,,,,0.0,
CCN1CCN(S(=O)(=O)c2c[nH]c(C(=O)OC)c2)CC1,,0.0,0.0,,,,,0.0,
CCN1CCN(S(=O)(=O)c2ccc(F)c(C(=O)Nc3c(F)cc(F)cc3Br)c2)CC1,,0.0,0.0,,,,,0.0,
CCN1CCN(c2nc(Nc3ccccc3)n3ncc(C#N)c3n2)CC1,,0.0,0.0,,,,,0.0,
CCN1C[C@@]2(COC)C3[C@@H](OC)[C@H]4[C@@H]1[C@@]3(C1C[C@H]3[C@H](O)C1[C@]4(O)C[C@H]3OC)[C@@H](OC)C[C@H]2O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCN1Cc2c(ccc(F)c2C#N)O[C@@H](C)CNC(=O)c2c(N)nn3ccc1nc23,,0.0,0.0,,,,,0.0,
CCN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,,0.0,,,0.0,,,0.0,
CCN1c2c(F)ccc(F)c2C(N)=NC12CCN(C(=O)C1=CN=C(C#N)CC1)CC2,,0.0,0.0,,,,,0.0,
CCN1c2cc([N+](=O)[O-])ccc2N(C)C(=O)c2cccnc21,,,,,0.0,,,0.0,
CCN=C1SC(CC(=O)NC(C)c2ccccc2)C(=O)N1CC,,0.0,,,,,,0.0,
CCNC,,,,0.0,,,,,
CCNC(=O)C(=O)NCC1OCCCN1S(=O)(=O)c1ccc(F)cc1C,0.0,0.0,0.0,,,,,0.0,
CCNC(=O)CC[C@H](N)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNC(=O)COc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)C1CCCCC1,0.0,0.0,,,,,,0.0,
CCNC(=O)COn1c(SCC(=O)NCC)nc2ccccc2c1=O,,0.0,0.0,,0.0,,,0.0,
CCNC(=O)CSc1nc2ccccc2c(=O)n1-c1cccc(OC)c1,,0.0,0.0,,0.0,,,0.0,
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,,0.0,,,,,,0.0,
CCNC(=O)N1C(=O)C2(OCCO2)c2cc(Br)ccc21,,0.0,,,,,,0.0,
CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,,0.0,,,,,,0.0,
CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,0.0,0.0,,,,,0.0,
CCNC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN)c1ccccc1,,0.0,,,,,,0.0,
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1,0.0,0.0,0.0,0.0,0.0,,,0.0,
CCNC(=O)Nc1nc2cc(-c3cnc(C(C)(C)OP(=O)(O)O)nc3)c(F)c([C@H]3CCCO3)c2[nH]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCNC(=O)OCc1cn(-c2ccc(Cl)cc2)nn1,,0.0,,,,,,0.0,
CCNC(=O)[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC[C@H]4CC[C@H](C(=O)OC)CC4)nc32)[C@H](O)[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,,0.0,0.0,,,,,0.0,
CCNC(=O)c1cc2c(-c3cc(OCCN4CCCC4)c(Cl)cc3Cl)nc(N)nc2s1,,0.0,,,,,,0.0,
CCNC(=O)c1cc2c(-c3ccc(Cl)cc3Cl)nc(N)nc2s1,,0.0,,,,,,0.0,
CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,,0.0,0.0,,,,,0.0,
CCNC(=O)c1n[nH]c(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,,0.0,,,,,,,
CCNC(=O)c1n[nH]c(-c2cc(Cl)c(O)cc2O)c1N1CCNCC1,,0.0,0.0,,,,,0.0,
CCNC(=O)c1noc(-c2cc(C(C)(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,0.0,0.0,0.0,,,,0.0,
CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,0.0,0.0,,,,,0.0,
CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,,0.0,,,,,,,
CCNC(=O)c1sccc1-n1cccc1,,,0.0,,0.0,,,,
CCNC(=S)Nc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1,,0.0,0.0,,,,,0.0,
CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,,0.0,,,,,,0.0,
CCNC1(c2cccs2)CCCCC1=O,,0.0,0.0,,0.0,,,0.0,
CCNC1C2CCC(C2)C1c1ccccc1,,0.0,,,0.0,,,0.0,
CCNCC(O)c1cccc(O)c1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CCNCCCCNCCCCNCCCCNCC,,0.0,,0.0,0.0,0.0,,0.0,
CCNCCCNC/C=C\CNCCCNCC,,0.0,,0.0,0.0,0.0,,0.0,
CCNCCCNCCCNCCCNCC,,0.0,,0.0,0.0,0.0,,0.0,
CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C,,0.0,0.0,,,,,0.0,
CCNCc1cncc(-c2ccc3[nH]nc(-c4nc5c(F)cc(F)cc5[nH]4)c3c2)c1C,,0.0,0.0,,,,,0.0,
CCNCc1nc2c(O)c(Cl)cc(Cl)c2c(=O)n1C,,0.0,,,,,,0.0,
CCNS(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNS(=O)(=O)c1ccc(C)c(-n2cnnn2)c1C,,0.0,0.0,,,,,0.0,
CCNS(=O)(=O)c1ccc(NC(=O)c2c(-c3ccccc3)noc2C)cc1,,0.0,0.0,,0.0,,,0.0,
CCNS(=O)(=O)c1ccc(NS(C)(=O)=O)cc1,,0.0,0.0,,,,,0.0,
CCN[C@H]1CN(CCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0.0,0.0,0.0,,,,,0.0,
CCNc1c(N)c(=O)oc2ccccc12,,,0.0,,0.0,,,,
CCNc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\[C@@H](C)[C@H](C)OC2=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C,,0.0,,,,,,,
CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1,,0.0,0.0,,0.0,,,0.0,
CCNc1nc(Cl)nc(NC(C)(C#N)CC)n1,,0.0,,,0.0,0.0,,0.0,
CCNc1nc(Oc2ccccc2)nc(OC(C)C(=O)OCC)n1,,0.0,,,,,,0.0,
CCOC(=O)/C(=C/c1ncc([N+](=O)[O-])n1C)C(C)=O,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
CCOC(=O)/C=C/C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)/C=C/c1ccc(O)c(OC)c1,,0.0,0.0,,0.0,,,,
CCOC(=O)/C=C1\SC(N2CCCCC2)C(=O)N1C,,0.0,0.0,0.0,0.0,0.0,,0.0,
CCOC(=O)/C=C1\SC(N2CCCCC2)C(=O)N1CC,,0.0,0.0,,0.0,,,0.0,
CCOC(=O)/C=C1\SCC(=O)N1CC(=O)NCc1cccc(Cl)c1,,0.0,,,,,,0.0,
CCOC(=O)C(=O)N1CCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCOC(=O)C(=O)NC(C)CCc1ccccc1,,0.0,,,0.0,,,0.0,
CCOC(=O)C(C(=O)OCC)[C@@H]1CS(=O)(=O)C[C@H]1C(C(=O)OCC)C(=O)OCC,,0.0,0.0,,0.0,0.0,0.0,0.0,
CCOC(=O)C(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,,0.0,,,,,,,
CCOC(=O)C(C)Oc1ncnc2cccc(F)c12,,0.0,,,0.0,,,0.0,
CCOC(=O)C(CC)n1cnc2c(nnn2-c2ccccc2)c1=O,,0.0,0.0,,,,,0.0,
CCOC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1,,0.0,,,,,,0.0,
CCOC(=O)C(CCNC(=O)OC(C)(C)C)(Cc1ccc(NS(=O)(=O)O)cc1)C(=O)OCC,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
CCOC(=O)C(Cc1ccc2ccc(C(N)N)cc2c1)c1ccc(OC2CCNC2)cc1,,0.0,0.0,0.0,,,,0.0,
CCOC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)c1ccc(OC)cc1,0.0,0.0,0.0,,0.0,,,0.0,
CCOC(=O)C(NC(C)=O)C(=O)Nc1ccc(OC)cc1,,0.0,0.0,,0.0,,,0.0,
CCOC(=O)C(NC(C)=O)C(OC(C)=O)c1cccc(N(CCO)CCO)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCOC(=O)C(Oc1ccc(=O)[nH]n1)C(C)=O,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCOC(=O)C1(CC)NC(c2ccc(N(C)C)cc2)C2C(=O)N(C)C(=O)C21,0.0,0.0,0.0,,,,,0.0,
CCOC(=O)C1(Cc2ccc(O)cc2)NC(c2ccco2)C2C(=O)N(c3ccccc3F)C(=O)C21,,0.0,0.0,,,,,0.0,
CCOC(=O)C1(Cc2cccc(F)c2)CCN(C(=O)Cc2cccnc2)CC1,,0.0,,,,,,0.0,
CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,,0.0,,,,,,0.0,
CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,,0.0,,,,,,0.0,
CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,0.0,0.0,0.0,,,,,0.0,
CCOC(=O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1,0.0,0.0,,,0.0,,,0.0,
CCOC(=O)C1(c2ccccc2)CCN(CCOCCO)CC1,0.0,0.0,0.0,,0.0,0.0,,0.0,
CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1,,0.0,,,,,,0.0,
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,,0.0,,,,,,0.0,
CCOC(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2,0.0,0.0,0.0,,0.0,0.0,,0.0,
CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(NC(C)=O)cc1,,0.0,0.0,,,,,0.0,
CCOC(=O)C1=C(C)NC(=S)N[C@H]1c1cccc(O)c1,,0.0,0.0,,,,,0.0,
CCOC(=O)C1=C(C)Nc2[nH]c(=O)[nH]c(=O)c2C1c1cccs1,,0.0,0.0,0.0,0.0,,,0.0,
CCOC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc(C)cc12,,0.0,0.0,,0.0,0.0,0.0,0.0,
CCOC(=O)C1=C(COC(=O)C2CC(=O)N(c3ccc(CC)cc3)C2)NC(=O)NC1C,0.0,0.0,0.0,,0.0,0.0,,0.0,
CCOC(=O)C1=C(COC(=O)CC(C)c2ccccc2)NC(=O)NC1C,0.0,0.0,0.0,,0.0,0.0,,0.0,
CCOC(=O)C1=C(COC(=O)CCc2ccccc2)NC(=O)NC1C,0.0,0.0,0.0,,,0.0,,0.0,
CCOC(=O)C1=C(CS(=O)(=O)c2ccccc2)NC(=O)NC1c1ccc(O)c(OC)c1,,0.0,0.0,,,,,0.0,
CCOC(=O)C1=C(CS(=O)(=O)c2ccccc2)NC(=O)NC1c1ccc(OC)c(OC)c1,,0.0,0.0,,,,,0.0,
CCOC(=O)C1=C(N)OC2=C(C(=O)CC(C)(C)C2)C1c1ccccc1OC,,0.0,,,,,,0.0,
CCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)C1c1ccccc1OC,,0.0,,,0.0,,,0.0,
CCOC(=O)C1=C(c2ccccc2)NC(=O)NC1c1ccc(OCC#N)c(OC)c1,0.0,0.0,0.0,,,,,0.0,
CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,,0.0,,,,,,0.0,
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccc(SC)cc1,,0.0,,,,,,0.0,
CCOC(=O)C1C(=O)NC(N2CCN(CC)CC2)=NC1c1ccccc1,,0.0,0.0,,,,,0.0,
CCOC(=O)C1C2C=CC(CC2)N1c1ccccc1,,0.0,,,,,,0.0,
CCOC(=O)C1CCCCN1C(=O)CCn1nnnc1CN1CCOCC1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CCOC(=O)C1CCCN(C(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)C1,0.0,0.0,0.0,,,,,0.0,
CCOC(=O)C1CCCN(S(=O)(=O)c2c(C(=O)N3CCCCC3)c(C)n(C)c2C)C1,0.0,0.0,0.0,0.0,0.0,,,0.0,
CCOC(=O)C1CCN(C(=O)C(C)Oc2ccc(C(=O)c3ccccc3)cc2)CC1,0.0,0.0,0.0,,,,,0.0,
CCOC(=O)C1CCN(C(=O)C2CCN(S(=O)(=O)N3CCC4(CC3)OCCO4)CC2)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCOC(=O)C1CCN(C(=O)CCNC(=O)c2ccccc2OC)CC1,0.0,0.0,0.0,,,,,0.0,
CCOC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3Sc3ncccc32)CC1,,0.0,,,,,,0.0,
CCOC(=O)C1CCN(C(=O)COC(=O)c2ccc(=O)n(Cc3ccccc3)n2)CC1,,0.0,,0.0,0.0,,,0.0,
CCOC(=O)C1CCN(C(=O)c2ccc(OC3CCN(C(=O)CCOC)CC3)cc2)CC1,0.0,0.0,0.0,,,,,0.0,
CCOC(=O)C1CCN(S(=O)(=O)CCNC(=O)c2ccc3c(c2)OCO3)CC1,,0.0,0.0,,,,,0.0,
CCOC(=O)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,,0.0,,,,,,0.0,
CCOC(=O)C1CCN(S(=O)(=O)c2ccc(OC)c(C(=O)N3CCCCC3)c2)CC1,0.0,0.0,0.0,,,,,0.0,
CCOC(=O)C1CCN(S(=O)(=O)c2ccc3oc(=O)ccc3c2)CC1,,0.0,,,0.0,,,0.0,
CCOC(=O)C1CN(S(=O)(=O)c2ccccc2)C1,,0.0,,,,,,0.0,
CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,,0.0,,,,,,0.0,
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)CC1(NC(=O)C2CCC(=O)N(C3CC3)C2)CCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CCOC(=O)CC1C(=O)NCCN1C(=O)COc1ccc(C(C)(C)C)cc1,0.0,0.0,0.0,,,0.0,,0.0,
CCOC(=O)CC1C(=O)NCCN1S(=O)(=O)c1ccc(OC)cc1,,0.0,0.0,,,,,0.0,
CCOC(=O)CC1CCCCN1C(=O)CCCn1nnnc1CN1CCOCC1,0.0,0.0,0.0,,0.0,0.0,,0.0,
CCOC(=O)CC1CCCCN1C(=O)c1ccc2nc(CCOC)oc2c1,,0.0,0.0,,0.0,,,0.0,
CCOC(=O)CCCCCNC(=O)c1ccc(F)cc1F,,0.0,,,,,,0.0,
CCOC(=O)CCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)CCN=Cc1c(O)n(-c2ccc(Br)cc2)c(=O)[nH]c1=O,,0.0,0.0,,,,,0.0,
CCOC(=O)CCc1ccc(S(N)(=O)=O)cc1,,0.0,0.0,,0.0,,0.0,0.0,
CCOC(=O)CCc1n[nH]c(=O)[nH]c1=O,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCOC(=O)CN1C(=O)N[C@@H](CCc2ccccc2)C(C(=O)OC)=C1C,0.0,0.0,,,,,,0.0,
CCOC(=O)CN1C(=O)N[C@@H](c2ccco2)C(C(C)=O)=C1C,,0.0,0.0,,0.0,0.0,,0.0,
CCOC(=O)CN1C(=O)N[C@@H](c2cccs2)C(C(C)=O)=C1C,,0.0,0.0,,0.0,,,0.0,
CCOC(=O)CN1C2=NCCCN2c2ccccc21,,0.0,,,0.0,,,0.0,
CCOC(=O)CN1CCN(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)CC1,,0.0,0.0,,0.0,,,0.0,
CCOC(=O)CNC(=O)CCCCCC(=O)NCC(=O)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)CNC(=O)CSc1nnc(-c2ccccc2OC)n1CC,,0.0,0.0,,,,,0.0,
CCOC(=O)CNC(=O)CSc1nnc(CCc2nc3ccccc3[nH]2)n1C,,0.0,0.0,,0.0,,,0.0,
CCOC(=O)CNC(=O)c1cccs1,,0.0,0.0,,0.0,0.0,,0.0,
CCOC(=O)COC(=O)c1ccc(Oc2cc(C)nc(SC)n2)cc1,,0.0,0.0,,,,,0.0,
CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,,0.0,0.0,,,,,0.0,
CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,,0.0,,,0.0,,,0.0,
CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,,0.0,,,,,,0.0,
CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2,,0.0,0.0,,,,,0.0,
CCOC(=O)COc1ccsc1C(=O)OC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)COc1nc(N(C)C)nc(N(C)C)n1,,,,,,,,0.0,
CCOC(=O)COc1nc(Nc2ccccc2C)nc(N(C)C)n1,,0.0,,,,,,0.0,
CCOC(=O)COn1c(=O)c(=O)n(OC)c2ccccc21,,0.0,,,0.0,,,0.0,
CCOC(=O)CSCCC1NC(C(=O)O)CS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)CSc1n[nH]c(NC(C)=O)n1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCOC(=O)CSc1nc2c(c(=O)[nH]c(=O)n2C)n1CCc1ccccc1,,0.0,,,,,,0.0,
CCOC(=O)CSc1nc2c(cnn2-c2ccc(Cl)cc2)c(=O)[nH]1,,0.0,,,,,,0.0,
CCOC(=O)CSc1nc2c(cnn2-c2ccc(F)cc2)c(=O)[nH]1,,0.0,0.0,,,,,0.0,
CCOC(=O)CSc1ncc(-c2ccccc2)cn1,,0.0,,,,,,0.0,
CCOC(=O)CSc1nnc(C)c(C)n1,,,,0.0,0.0,0.0,0.0,0.0,
CCOC(=O)Cn1c(=O)c2c(nc(Br)n2CC(=O)OCC)n(C)c1=O,,0.0,,,,0.0,0.0,0.0,
CCOC(=O)Cn1c(=O)c2c(nc3n2CCS3)n(C)c1=O,,0.0,,0.0,0.0,0.0,,0.0,
CCOC(=O)Cn1c(=O)oc2cc(S(=O)(=O)N3CCN(C(=O)OCC)CC3)ccc21,0.0,0.0,0.0,,0.0,,,0.0,
CCOC(=O)Cn1c(CN2CCN(C(=O)c3ccco3)CC2)nc2c1c(=O)n(C)c(=O)n2C,,0.0,0.0,0.0,0.0,0.0,,0.0,
CCOC(=O)Cn1nc(C(F)(F)F)cc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1,,0.0,0.0,,0.0,,,0.0,
CCOC(=O)Cn1nc(C)c(NC(=O)CCc2ccccc2)c1C,,0.0,0.0,,0.0,,,0.0,
CCOC(=O)Cn1nc(C)c(NC(=O)c2ccc(Br)o2)c1C,,0.0,0.0,,0.0,,,0.0,
CCOC(=O)Cn1nc(C)c(NC(=O)c2cccc([N+](=O)[O-])c2)c1C,,0.0,0.0,,,,,0.0,
CCOC(=O)Cn1nc(C)c2ccccc2c1=O,,0.0,,,0.0,,,0.0,
CCOC(=O)N/N=C1\CC(C)CC(C)(C)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCOC(=O)N1CCC(CN(Cc2ccc(Cl)cc2)Cc2ccc([N+](=O)[O-])s2)C1,,0.0,,,,,,,
CCOC(=O)N1CCC(NC(=O)c2ccc(NC(=O)C3CCCO3)cc2)CC1,0.0,0.0,0.0,0.0,,,,0.0,
CCOC(=O)N1CCC(NS(=O)(=O)c2cc(C(=O)OC)n(C)c2)CC1,0.0,0.0,0.0,,0.0,,,0.0,
CCOC(=O)N1CCC(Nc2c(NCCCN(CC)Cc3ccccc3)c(=O)c2=O)CC1,0.0,0.0,0.0,,,,,0.0,
CCOC(=O)N1CCC(Nc2cc(C)ccn2)CC1,,0.0,,,,,,0.0,
CCOC(=O)N1CCC(Nc2cc(Cl)ccn2)CC1,,0.0,,,,,,0.0,
CCOC(=O)N1CCN(/[N+]([O-])=N/Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,,0.0,,,,,,,
CCOC(=O)N1CCN(C(=O)C2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)CC1,0.0,0.0,0.0,,,,,0.0,
CCOC(=O)N1CCN(C(=O)CCN2C(=O)c3ccccc3S2(=O)=O)CC1,0.0,0.0,,,,,,0.0,
CCOC(=O)N1CCN(C(=O)CN(C)S(=O)(=O)c2ccc(F)cc2)CC1,,0.0,,,,,,0.0,
