Standardized_SMILES,CYP1A2,CYP2A6,CYP2B6,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP2E1,CYP3A4
COc1ccc(S(=O)(=O)Nc2ccccc2C(=O)N2CCOCC2)cc1OC,,0.0,0.0,,,,,0.0,
COc1ccc(S(=O)(=O)[C@H](CC(=O)O)C(F)F)cc1,,0.0,,,,,,,
COc1ccc(S(=O)(=O)n2cc(CCC(=O)O)c3cc(OC)ccc32)cc1,,0.0,,,,,,0.0,
COc1ccc(S(=O)O)cc1,,,0.0,,0.0,,,,
COc1ccc([C@@H](O)c2cc(-c3ncnc4cc(N5CCOCC5)ccc34)c(F)cc2Cl)nn1,,0.0,,,,,,0.0,
COc1ccc([C@@]23Oc4cc(OC)cc(OC)c4[C@]2(O)[C@H](O)[C@H](C(=O)N(C)C)[C@H]3c2ccccc2)cc1,,0.0,,,,,,0.0,
COc1ccc([C@@]23Oc4cc(OC)cc(OC)c4[C@]2(O)[C@H](O)[C@H](C(N)=O)[C@H]3c2ccccc2)cc1,,0.0,,,,,,,
COc1ccc([C@H]2CC(=O)C=C(c3ccc(-c4ccccc4)cc3)C2)cc1OC,,0.0,0.0,,,,,,
COc1ccc([C@H]2CNC(=O)C2)cc1OC1CCCC1,,0.0,,,0.0,,,0.0,
COc1ccc([C@H]2CNC(=O)[C@H](Cc3cccc(C)c3)C2)cc1OC1CCCC1,,0.0,0.0,,,,,0.0,
COc1ccc([C@H]2c3ccc(O)cc3OC[C@H]2c2ccc(O)cc2)cc1,,0.0,0.0,,,,,,
COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,,0.0,,,,,,0.0,
COc1ccc([N+](=O)[O-])cc1N(CC(=O)NC1CCCC1)S(C)(=O)=O,,0.0,0.0,,,,,0.0,
COc1ccc([N+](=O)[O-])cc1NC(=O)COC(=O)C=C(C)C,,0.0,0.0,,0.0,,,0.0,
COc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1OP(=O)(O)O,,0.0,0.0,,,,,0.0,
COc1ccc2[nH]cc(C(=O)CN3CCCCC3C)c2c1,,0.0,,,0.0,,,0.0,
COc1ccc2[nH]cc(C(O)CN3CCN(c4ccccc4)CC3)c2c1,,0.0,0.0,,0.0,,,0.0,
COc1ccc2[nH]cc(CCC(=O)O)c2c1,,0.0,0.0,0.0,0.0,,,0.0,
COc1ccc2[nH]cc(CCNC(=O)c3ccco3)c2c1,,0.0,,,,,,,
COc1ccc2[nH]cc(S(=O)(=O)c3ccc(C(C)C)cc3)c(=O)c2c1,,0.0,0.0,,,,,0.0,
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,,0.0,,,,,,0.0,
COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,,0.0,,,,,,0.0,
COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,,0.0,,,,,,,
COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,,0.0,0.0,,,,,0.0,
COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,,0.0,0.0,,0.0,,,0.0,
COc1ccc2c(c1)C(C)=CC(C)(C)N2C(=O)CN1C(=O)CCC1=O,,0.0,0.0,,0.0,,,0.0,
COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,0.0,0.0,0.0,,0.0,,,0.0,
COc1ccc2c(c1)CCCC21NC(=O)N(CC(N)=O)C1=O,,0.0,,,,,,0.0,
COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](O)[C@H](O)C[C@@H]12,,0.0,0.0,,,,,0.0,
COc1ccc2c(c1)CC[C@H](CN(C)CC(=O)O)[C@@H]2c1ccccc1,,0.0,,,,,,0.0,
COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2,,0.0,0.0,,,,,0.0,
COc1ccc2c(c1)CN(Cc1ccc(C(=O)O)cc1)CCS2,,0.0,,,,,,0.0,
COc1ccc2c(c1)N(C(=O)OC(C)C)[C@@H](CSC)C(=S)N2,,0.0,,,,,,0.0,
COc1ccc2c(c1)OC(C)(C)[C@@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,,0.0,,,,,,,
COc1ccc2c(c1)O[C@@H](O)C(=O)N2O,,0.0,0.0,,0.0,,,0.0,
COc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c(-c3ccccc3)nn(CCC(C)C)c1=O)=N2,,0.0,0.0,,,,,0.0,
COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1[C@@H]3CC[C@H]1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,0.0,0.0,0.0,0.0,0.0,,,0.0,
COc1ccc2c(c1)c(CC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,,0.0,0.0,,,,,0.0,
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(I)cc1,,0.0,0.0,,,,,0.0,
COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccccc1,,0.0,0.0,,,,,0.0,
COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br,,0.0,,,,,,0.0,
COc1ccc2c(c1)c(N=O)c(O)n2C,,,0.0,,0.0,,,,
COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,,0.0,,,0.0,,,0.0,
COc1ccc2c(c1)nc(S(=O)Cc1ncc(C)c(OC)c1C)n2S(=O)(=O)c1ccc(OCC(=O)O)cc1,,0.0,0.0,,,,,,
COc1ccc2c(c1)ncn2[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,,0.0,0.0,,,,,0.0,
COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3,,0.0,0.0,,,,,0.0,
COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,,0.0,,,0.0,,,,
COc1ccc2c(n1)C(=O)O[C@]21CC[C@H](C(=O)N(C)CCN2CCCCC2)CC1,,0.0,0.0,,0.0,,,0.0,
COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@H]4[C@@H](C2)N(C)CC[C@]314,,0.0,0.0,,,,,0.0,
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[N+](CCCCCCCCN1C(=O)c3ccccc3C1=O)=C2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[N+](C)(C)CC[C@@]341,,0.0,0.0,0.0,0.0,0.0,,0.0,
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[N@@+](C)([O-])CC[C@@]341,,0.0,0.0,,0.0,0.0,,0.0,
COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,0.0,0.0,0.0,,,,,0.0,
COc1ccc2cc(C(C)C(=O)Oc3ccc(C(N)=S)cc3)ccc2c1,,0.0,,,,,,0.0,
COc1ccc2cc([C@H](C)C(=O)OCCCCO[N+](=O)[O-])ccc2c1,,0.0,,,,,,,
COc1ccc2cc([C@H](C)C(=O)OCCS(C)(=O)=O)ccc2c1,,0.0,,,,,,0.0,
COc1ccc2ccc(C(=N)N)cc2c1-c1cnn(S(C)(=O)=O)c1,,0.0,0.0,,,,,0.0,
COc1ccc2ccc(OCC(=O)N3c4ccccc4NC(=O)CC3C)cc2c1,,0.0,0.0,,,,,0.0,
COc1ccc2ccccc2c1/C=N/NC(=O)c1ccc(O)c(O)c1,,0.0,0.0,,0.0,,,0.0,
COc1ccc2nc(NCCCO)[nH]c2c1,,0.0,0.0,,0.0,,,0.0,
COc1ccc2nc(SCC(N)=O)cc(C)c2c1,,0.0,,,0.0,,,0.0,
COc1ccc2nc[nH]c2c1,,,0.0,,0.0,,,,
COc1ccc2sc3c(c2c1)NC[C@@H](CN)NC3=O,,0.0,0.0,,0.0,,,0.0,
COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,,0.0,,,,,,,
COc1cccc(-c2cc(F)c(Nc3ncccc3C(=O)O)c(F)c2)c1,,0.0,0.0,,,,,0.0,
COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1,,0.0,0.0,,,,,0.0,
COc1cccc(-c2ccc(NC(=O)c3ccsc3C(=O)O)c(F)c2)c1,,0.0,0.0,,,,,0.0,
COc1cccc(-c2ccc3c(c2)C[C@H](O)[C@H]3[C@@H](CCCCC(=N)N)C(=O)O)c1,,0.0,0.0,,,,,0.0,
COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,,0.0,,,,,,0.0,
COc1cccc(-c2cccc(CCc3cccc(N)n3)c2)c1,,0.0,,,,,,,
COc1cccc(-c2cccc([C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,,0.0,,,,,,0.0,
COc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)c1,,0.0,0.0,,,,,0.0,
COc1cccc(-c2nc3ccccc3c(=O)n2NC(=O)c2cccnc2Cl)c1,,0.0,0.0,,,,,0.0,
COc1cccc(/C=C/C(=O)OCC(=O)N(C)CC(=O)Nc2ccccc2Cl)c1OC,,0.0,,,,,,0.0,
COc1cccc(/C=N/N(C(=O)C(F)(F)F)c2ccc(C)cc2C)c1,,0.0,,,,,,0.0,
COc1cccc(/C=N/c2ccc(C)cc2)c1O,,0.0,,,0.0,,,,
COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,,0.0,0.0,,,,,0.0,
COc1cccc(C(=O)N(C)CC(=O)Nc2ccc(F)c(F)c2F)c1,,0.0,,,,,,0.0,
COc1cccc(C(C(=O)NC2CCCC2)N(C(=O)CNC(=O)c2ccco2)c2cccnc2)c1,,0.0,0.0,,,,,0.0,
COc1cccc(C(CNC(=O)C2CCN(C(=O)Nc3ccccc3)CC2)N(C)C)c1,,0.0,0.0,,,,,0.0,
COc1cccc(C(N)=O)c1,,,,,0.0,,,,
COc1cccc(C(O)CC(N)=O)c1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
COc1cccc(C2=NOC(C(=O)NC(C)(C)C)C2)c1,,0.0,0.0,,0.0,,,0.0,
COc1cccc(C2C(C#N)=C(N)Oc3cc(C)[nH]c(=O)c32)c1OC,,0.0,,,,,,0.0,
COc1cccc(C=O)c1OP(=O)(O)O,,0.0,0.0,,0.0,,0.0,0.0,
COc1cccc(CC(NC(C)=O)C(=O)NC2CCN(C(=O)Nc3ccc(C)cc3)CC2)c1,0.0,0.0,0.0,,,,,0.0,
COc1cccc(CC(NC(C)=O)C(=O)NC2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)c1OC,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
COc1cccc(CCNS(=O)(=O)CCNC(=O)c2cccc(OC)c2)c1,,0.0,0.0,,,,,0.0,
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,,0.0,0.0,,,,,0.0,
COc1cccc(CN(C(=O)c2cccc(OC)c2)C2CCS(=O)(=O)C2)c1,,0.0,,,,,,0.0,
COc1cccc(CN(C(=O)c2ccccc2Cl)C2CCS(=O)(=O)C2)c1,,0.0,,,,,,0.0,
COc1cccc(CN(C)C(=O)CCNC(=O)c2ccco2)c1,,0.0,0.0,,0.0,,,0.0,
COc1cccc(CNC(=O)C2CCC(CNc3c(N4CCC(C)CC4)c(=O)c3=O)CC2)c1,0.0,0.0,0.0,,,,,0.0,
COc1cccc(CNC(=O)c2ccccc2-c2ccccc2C(=O)O)c1,,0.0,0.0,,,,,0.0,
COc1cccc(CNCCN2CCOCC2)c1OC,,0.0,,,0.0,,,0.0,
COc1cccc(CNS(=O)(=O)c2c(C)[nH]c(C)c2C(=O)N2CCCC2)c1,,0.0,0.0,,,,,0.0,
COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4s3)cc2)c1O,,0.0,0.0,,,,,0.0,
COc1cccc(COC(=O)c2cc(=O)[nH]c3ccc(S(=O)(=O)N4CCOCC4)cc23)c1OC,,0.0,0.0,,,,,0.0,
COc1cccc(Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3ccccc32)c1,,0.0,,,,,,0.0,
COc1cccc(N2C(=O)Nc3ccc(Br)cc3C2(O)C(=O)NCCN(C)C)c1,,0.0,0.0,,,,,0.0,
COc1cccc(N2C(CN3CCOCC3)=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,0.0,0.0,0.0,,0.0,,,0.0,
COc1cccc(N2C=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,,0.0,0.0,,,,,0.0,
COc1cccc(N2CCCn3c2nc2c3c(=O)n(CCN3CCOCC3)c(=O)n2C)c1,,0.0,0.0,,0.0,,,0.0,
COc1cccc(N2CCN(C(=O)CCn3c(=S)[nH]c4cc5c(cc4c3=O)OCO5)CC2)c1,,0.0,0.0,,0.0,,,0.0,
COc1cccc(N2CCc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,,0.0,0.0,,,,,0.0,
COc1cccc(NC(=O)CCC2CCN(C(=O)c3scnc3C)CC2)c1,,0.0,0.0,,0.0,,,0.0,
COc1cccc(NC(=O)CN(C)C(C)C(=O)NC(=O)NC2CCCCC2)c1,,0.0,0.0,,,,,0.0,
COc1cccc(NC(=O)CNC(=O)c2ccc(OC)c(OC)c2)c1,,0.0,0.0,,,,,0.0,
COc1cccc(NC(=O)COC(=O)COc2ccccc2[N+](=O)[O-])c1,,0.0,0.0,,0.0,,,0.0,
COc1cccc(NC(=O)N2CCCC(C(=O)NC3CCCCC3C)C2)c1,,0.0,0.0,,,,,0.0,
COc1cccc(NC(=O)N2CCCC2C(=O)NCC(C)C)c1,,0.0,0.0,,,,,0.0,
COc1cccc(NC(=O)NC2(C(=O)N3CCN(C)CC3)CCCCC2)c1,,0.0,0.0,,,,,0.0,
COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,,0.0,0.0,,,,,0.0,
COc1cccc(OC)c1-c1cc2cnc(N)nc2nc1N,,0.0,,,,,,0.0,
COc1cccc(OC)c1-n1c(NS(=O)(=O)[C@@H](C)[C@H](C)c2ncc(C)cn2)nnc1-c1cncc(C)c1,,0.0,0.0,,,,,0.0,
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,0.0,0.0,0.0,0.0,,,0.0,0.0,
COc1cccc(OC)c1C(=O)Nc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,0.0,0.0,0.0,,,,,0.0,
COc1cccc(OC)c1C(O)=N[C@H](C(=O)OC[C@H](N)C(=O)O)[C@@H]1N[C@@H](C(=O)O)C(C)(C)S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
COc1cccc(OC)c1CN1CCC(NC(=O)CCCS)CC1,,0.0,0.0,,,,,0.0,
COc1cccc(OC)c1NC(=O)C1CCCN1C(=O)Nc1ccccc1Cl,0.0,0.0,,,,,,0.0,
COc1cccc(OC)c1NC(=O)Cn1nc(-c2ccc3c(c2)OCCO3)ccc1=O,,0.0,0.0,,0.0,,,0.0,
COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,,0.0,0.0,,0.0,,,,
COc1cccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C(F)(F)F)c1,,0.0,0.0,,,,,0.0,
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,,0.0,0.0,,,,,0.0,
COc1cccc([C@H]2O[C@H](CC(=O)N3CCC(CC(=O)O)CC3)C(=O)N(CC(C)(C)CO)c3ccc(Cl)cc32)c1OC,0.0,0.0,,,,,,0.0,
COc1cccc([C@]2(O)C[C@@H](O)CC[C@H]2CN(C)C)c1,,0.0,,,,,,0.0,
COc1cccc2[nH]c3c4c(c5c(c3c12)C(=O)N(CN1CCN(C)CC1)C5=O)CCC4,,0.0,0.0,,,,,0.0,
COc1cccc2c1C(=O)CC2NC(=O)C(F)(F)F,,0.0,,,,,,0.0,
COc1cccc2c1CCC(=O)N2CCCN1CCN(c2cccc(Cl)c2)CC1,,0.0,,,,,,0.0,
COc1cccc2c1ccc1nc3cccc(C(=O)N[C@H](C)CN(C)C)c3nc12,,0.0,0.0,,,,,0.0,
COc1cccc2cc(C(=O)Nc3ccccc3Cl)/c(=N/NS(=O)(=O)c3ccccc3)oc12,,0.0,0.0,,,,,0.0,
COc1ccccc1-c1c[nH]c2ncc(-c3cncc(C(=O)N(C)C)c3)cc12,,0.0,0.0,,,,,0.0,
COc1ccccc1-c1cc([C@@H](CC(=O)O)C(=O)O)cc(-c2nc3ccc(C(=N)N)cc3[nH]2)c1O,0.0,0.0,0.0,,0.0,,,0.0,
COc1ccccc1-c1cc2c(c3c1C(=O)NC3=O)c1cc(O)ccc1n2CCCO,,0.0,0.0,,,,,0.0,
COc1ccccc1-c1ccc(C(=O)O)o1,,,0.0,,0.0,,,0.0,
COc1ccccc1-c1ccc(NC(=O)/C(C#N)=C(/C)O)c(Cl)c1,,0.0,,,,,,0.0,
COc1ccccc1-c1nn(Cc2ccccc2)cc1C(=O)NCC(c1ccco1)N1CCCC1,,0.0,0.0,,,,,0.0,
COc1ccccc1-c1nnc(SCC(=O)N2CCOCC2)n1-c1ccccc1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1-c1nnc(SCC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)o1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1-c1noc(CCC(=O)NC2CCCCC2)n1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1-n1c(CSc2ncnc3[nH]cnc23)nc2cccc(Cl)c2c1=O,,0.0,0.0,,,,,0.0,
COc1ccccc1-n1nnnc1SCC(=O)NC1CCCCC1,,0.0,0.0,,,,,0.0,
COc1ccccc1/C=C(\NC(=O)c1ccccc1)C(=O)NCc1ccco1,,0.0,0.0,,,,,0.0,
COc1ccccc1/C=C\C(=O)C(=O)O,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
COc1ccccc1/C=N\OCCC(=O)O,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1C(=O)C1CCCN(Cc2cccc(OCCO)c2)C1,,0.0,0.0,,,,,0.0,
COc1ccccc1C(=O)COC(=O)CNS(=O)(=O)c1ccc(C)cc1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1C(=O)N/C(=C\c1ccc(Br)cc1)C(=O)NCCCO,,0.0,,,,,,0.0,
COc1ccccc1C(=O)N1CCN(Cc2nc(CC3CC3)no2)CC1,,0.0,0.0,,,,,0.0,
COc1ccccc1C(=O)NC(=O)COC(=O)CN1C(=O)NC(C)(C)C1=O,,0.0,0.0,,,,,0.0,
COc1ccccc1C(=O)NC(=O)COC(=O)CN1C(=O)NC2(CCCCC2C)C1=O,,0.0,0.0,,,,,0.0,
COc1ccccc1C(=O)NC(CCSC)C(=O)NNC(=O)c1csc(N2CCOCC2)n1,0.0,0.0,0.0,,,,,0.0,
COc1ccccc1C(=O)NCC(=O)NCCCN1CCOCC1,,0.0,0.0,0.0,0.0,,,0.0,
COc1ccccc1C(=O)NCCC(=O)N(C)CC(=O)Nc1ccc(Cl)cc1,,0.0,,,,,,0.0,
COc1ccccc1C(=O)NCCC(=O)N(C)Cc1cccs1,,0.0,0.0,,,,,0.0,
COc1ccccc1C(=O)NCCC(=O)NNC(=O)C1COc2ccccc2O1,,0.0,0.0,0.0,0.0,,,0.0,
COc1ccccc1C(=O)Nc1ccnn1C1CCN(C)CC1,,0.0,0.0,,,,,0.0,
COc1ccccc1C(=O)Nc1ccnn1C1CCN(Cc2ccn[nH]2)CC1,,0.0,0.0,,,,,0.0,
COc1ccccc1C(=O)OCn1nnc2ccccc2c1=O,,0.0,,,,,,0.0,
COc1ccccc1C(CNC(=O)C1CC(=O)N(Cc2ccc(C)cc2)C1)N1CCCC1,0.0,0.0,0.0,0.0,,,,0.0,
COc1ccccc1C(O)(C(=O)NN(C)c1ccccc1)c1ccccc1OC,,0.0,,,,,,0.0,
COc1ccccc1CC(=O)N1CCCC1,,0.0,,,,,,,
COc1ccccc1CC(=O)NNC(=O)CN(C)S(=O)(=O)c1ccc(Cl)cc1,,0.0,,,,,,0.0,
COc1ccccc1CCC(=O)N1CCN(C(=O)c2ccccc2)CC1,,0.0,,,,,,0.0,
COc1ccccc1CCNC(=O)C1CCC(=O)N(C2CC2)C1,,0.0,,,0.0,,,0.0,
COc1ccccc1CC[C@@H]1CCc2cc([C@H]3CC[C@](N)(CO)C3)ccc2C1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1CCc1nnc(CCC(=O)NCC2CCCO2)o1,,0.0,0.0,,,,,0.0,
COc1ccccc1CN1CC(=O)N2CSC[C@H]2C1=O,,0.0,0.0,,,,,0.0,
COc1ccccc1CN1CC(C(=O)N(C)Cc2ccncc2C)CCC1=O,,0.0,,,,,,0.0,
COc1ccccc1CN1CC(C(=O)N(CCO)Cc2cccs2)CCC1=O,,0.0,0.0,,,,,0.0,
COc1ccccc1CN1CC(C(=O)N2CCCCCCC2)CCC1=O,,0.0,,,,,,0.0,
COc1ccccc1CN1CC(C(=O)NC2CCCCC2)CC1=O,,0.0,0.0,,,,,0.0,
COc1ccccc1CN1CC(C(=O)NCc2ccc(N3CCCC3=O)cc2)CCC1=O,0.0,0.0,0.0,,,,,0.0,
COc1ccccc1CN1CC(C(=O)NCc2cccc(C)n2)CCC1=O,,0.0,0.0,,,,,0.0,
COc1ccccc1CNC(=O)C(=O)NCC1OCCN1C(=O)c1cccs1,0.0,0.0,0.0,,0.0,,,0.0,
COc1ccccc1CNC(=O)C(NC(=O)c1ccccc1C)C(C)C,,0.0,0.0,,,,,0.0,
COc1ccccc1CNC(=O)C1CCN(C(=O)NC2CCCCC2)CC1,,0.0,0.0,,,,,0.0,
COc1ccccc1CNC(=O)CN1C(=O)NC2(CCCC2)C1=O,,0.0,0.0,,,,,0.0,
COc1ccccc1CNC(=O)COC(=O)c1cc(=O)[nH]c2ccccc12,,0.0,0.0,,,,,0.0,
COc1ccccc1CNC(=O)COC(=O)c1nc(Cl)ccc1Cl,,0.0,,,,,,0.0,
COc1ccccc1CNC(=O)COc1cccc(-n2cnnn2)c1,,0.0,0.0,,,,,0.0,
COc1ccccc1CNS(=O)(=O)c1c(C(=O)N2CCCC2)c(C)n(C)c1C,,0.0,0.0,,,,,0.0,
COc1ccccc1CNS(=O)(=O)c1ccc(S(=O)(=O)NC2CC2)cc1,,0.0,0.0,,,,,0.0,
COc1ccccc1N(C(=O)CNC(=O)c1ccco1)C(C(=O)NCC1CCCO1)c1ccccc1,0.0,0.0,0.0,,,,,0.0,
COc1ccccc1N(C(=O)c1ccco1)C(C(=O)NC1CCCC1)c1cccnc1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1N(CC(=O)Nc1ccccc1C(=O)N1CCOCC1)S(C)(=O)=O,0.0,0.0,0.0,,,,,0.0,
COc1ccccc1N1CCN(C(=O)C2CC(=O)N(c3ccccc3)C2)CC1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1N1CCN(C(=O)CN2C(=O)c3ccccc3C2=O)CC1,,0.0,0.0,,,,,0.0,
COc1ccccc1N1CCN(C2CC(=O)N(C)C2=O)CC1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1N1CCN(C2CCCN(C(=O)CC(F)(F)F)C2)CC1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1N1CCN(C2CCCN(C(=O)CCc3cnn(C)c3)C2)CC1,0.0,0.0,0.0,,0.0,,,0.0,
COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,,0.0,,,,,,0.0,
COc1ccccc1NC(=O)C(C)N1C(=O)C2CCCCC2C1=O,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1NC(=O)C(C)OC(=O)CSCC(=O)Nc1cc(C)on1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1NC(=O)C1CCCN1C(=O)Nc1ccc(F)cc1,,0.0,0.0,,,,,0.0,
COc1ccccc1NC(=O)COC(=O)COc1cccc2c1OC(C)(C)C2,,0.0,0.0,0.0,0.0,,,0.0,
COc1ccccc1NC(=O)COC(=O)Cc1cccs1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1NC(=O)CS(=O)(=O)c1cn(CC(=O)N2CCOCC2)c2ccccc12,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1NC(=O)CSCc1cc(=O)n2c(C)csc2n1,,0.0,0.0,,,,,0.0,
COc1ccccc1NC(=O)CSc1nnc(-c2ccoc2C)n1C,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1NC(=O)CSc1nnc(-c2ccoc2C)n1CC1CCCO1,0.0,0.0,0.0,,0.0,,,0.0,
COc1ccccc1NC(=O)CSc1nnc(CC(=O)Nc2ccccc2C)n1C,,0.0,0.0,,,,,0.0,
COc1ccccc1NC(=O)CSc1nnc(CSc2nc(C)cc(C)n2)o1,,0.0,0.0,,,,,0.0,
COc1ccccc1NC(=O)CSc1nnc(Cn2cnc3ccccc32)n1C,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1NC(=O)CSc1nnc(NC(=O)C2CC2)s1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1NC(=O)N1CCC(c2nnc(SCC(N)=O)n2C)CC1,,0.0,0.0,,,,,0.0,
COc1ccccc1NC(=O)N1CCN(C(=O)c2ccco2)CC1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1NC(=O)NC1(C(=O)N2CCOCC2)CCCCC1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1NC(=O)c1ccccc1-c1ccccc1C(=O)O,,0.0,0.0,,,,,0.0,
COc1ccccc1NC(=O)c1nn(-c2ccc(F)c(F)c2)ccc1=O,,0.0,0.0,,,,,0.0,
COc1ccccc1NC(=S)N1CCC(c2nc3ccccc3o2)CC1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1NS(=O)(=O)c1ccc(/C=C/C(=O)N2CCN(C(C)=O)CC2)cc1,0.0,0.0,0.0,,,,,0.0,
COc1ccccc1NS(=O)(=O)c1ccc(/C=C/C(=O)O)cc1,,0.0,,,,,,0.0,
COc1ccccc1NS(=O)(=O)c1ccc(C(=O)NCCCN2CCCC2=O)cc1,0.0,0.0,0.0,,,,,0.0,
COc1ccccc1NS(=O)(=O)c1ccc2c(c1)NC(=O)CC(=O)N2,,0.0,0.0,,,,,0.0,
COc1ccccc1Nc1ccc(C(=O)NCc2cccs2)cn1,,0.0,0.0,,,,,0.0,
COc1ccccc1O,,0.0,0.0,0.0,0.0,0.0,,,0.0
COc1ccccc1OC(=O)c1ccccc1OC(C)=O,,0.0,,,,,,0.0,
COc1ccccc1OCC(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,,0.0,0.0,,0.0,,,0.0,
COc1ccccc1OCC(=O)NCC1CCCN(Cc2cnn(C)c2C)C1,,0.0,0.0,,0.0,,,0.0,
