smile1,smile2,cid1,cid2,morgan,maccs,rdkit,atompairs,torsion
COc1ccc(CCCOC(=O)NNC(=O)c2cccs2)cc1,CC(=NNC(=O)c1nn(-c2ccccc2)c(=O)c2ccccc12)c1ccc(Cl)cc1,6733710,8121176,0.8947368421052632,0.6533333333333333,0.7729083665338645,0.7959183673469388,0.8977272727272727
CCOc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccccc2C(=O)OC)cc(I)c1O,C=C(C(C)=O)C(Nc1c(F)c(F)c(F)c(F)c1[N+](=O)[O-])c1ccc(Br)cc1,2958339,12182822,0.9212598425196852,0.6455696202531646,0.5596046942557134,0.7926829268292683,0.8867924528301887
CCCCCCCNC(c1ccccc1)C(O)c1ccccc1,O=C(NCCn1cc(SCc2ccc([N+](=O)[O-])cc2)c2ccccc21)c1ccccc1,408789,3495815,0.8761904761904762,0.7464788732394366,0.7666354264292409,0.8266129032258065,0.8705882352941177
COc1ccccc1C1C(C(=O)Nc2ccccc2Br)CCC(=O)N1c1ccc(C)cc1,CCOC(=O)C(=Cc1c(OC)cc(OC)cc1OC)C(=O)C1=CCCC1,16547697,16724737,0.8717948717948718,0.671875,0.6478688524590164,0.7012448132780082,0.9545454545454546
COC(=O)c1ccc(Cn2cnc3sc4c(c3c2=O)CCC4)cc1,COC(=O)C1CCN(C(=O)c2ccc3nc(NS(=O)(=O)c4ccc(Cl)cc4)sc3c2)CC1,7629974,17599266,0.819672131147541,0.4523809523809523,0.6074074074074074,0.7657657657657657,0.8796296296296297
COc1ccc(Cl)c(F)c1,C=CCC(O[Si](C)(C)C(C)(C)C)C(C)C(O)C(C)C(=O)N1C(=O)OCC1Cc1ccccc1,2724521,10994398,0.9381443298969072,0.8208955223880597,0.9013035381750464,0.954248366013072,0.9868421052631579
Cc1cc(COC(=O)c2ccc(-c3nc4ccccc4s3)o2)no1,Cc1c(Br)cnn1CCc1nc(-c2ccc(F)cc2)no1,8955556,19326300,0.8660714285714286,0.6086956521739131,0.7122986822840409,0.7725321888412018,0.9166666666666666
COc1cccc(C(=O)Nc2nnc(C3CC3)s2)c1OC,COc1cc(C)c(NC(=O)c2cc(C)nc3ccccc23)cc1OC,841996,7751296,0.78125,0.4035087719298246,0.6340080971659918,0.6256410256410256,0.726027397260274
O=C(Cc1ccccc1Cl)NCc1ccc2c(c1)OCO2,NC(=O)c1ccccc1NC(=O)CSc1nccc(=O)[nH]1,2597101,16422769,0.8686868686868687,0.6119402985074627,0.7938931297709924,0.7447916666666667,0.8939393939393939
COc1ccccc1C(=O)ON=C(C)c1ccc(N2C(=O)C3CCCCC3C2=O)cc1,CC1C=CCC2C(C)CCC(=O)C12,2921856,13539812,0.8817204301075269,0.7377049180327868,0.8663212435233161,0.8675799086757991,0.9438202247191011
CCOc1ccc2cc(C(NC(=O)Nc3ccccc3)C3CCCCC3)ccc2c1,C=C(C)C(=O)OC(OC(C)C)C(CO)(CO)CO,15152088,17909043,0.8842105263157894,0.7931034482758621,0.877030162412993,0.9170305676855895,1.0
COc1ccc(N2C(=O)C3N=NN(Cc4ccc(Cl)cc4)C3C2=O)cc1OC,CCOC(=O)CCCc1c(C)c2ccccc2oc1=O,7245906,14844888,0.9166666666666666,0.6578947368421053,0.7062795408507765,0.7961538461538462,0.9795918367346939
COc1ccc(C(=O)Oc2ccc3ccccc3c2C=NNC(=O)COc2ccccc2[N+](=O)[O-])cc1OC,Cc1ccc(-c2csc3ncn(CC(=O)Nc4sccc4C#N)c(=O)c23)cc1C,3854990,16571517,0.875,0.5375,0.6411214953271028,0.7621247113163973,0.8688524590163934
CCN(CC)CCCN(Cc1cc2ccc(C)c(C)c2[nH]c1=O)C(=O)Nc1ccc(OC)cc1,Cc1ccc(C)n1-c1ccc(C(=O)N(CCC2=CCCCC2)c2c(N)n(Cc3ccccc3)c(=O)[nH]c2=O)cc1,3194424,16550848,0.8843537414965986,0.3289473684210526,0.6018181818181818,0.6481994459833795,0.8692307692307693
O=C(C=Cc1ccc([N+](=O)[O-])cc1)Nc1nc(-c2ccc(F)cc2F)cs1,O=C(COc1ccccc1)NCC(=O)Nn1cnc2scc(-c3ccco3)c2c1=O,4388876,17483203,0.8769230769230769,0.5357142857142857,0.6692406692406692,0.75,0.8979591836734694
CCC(=NNC(=O)CSc1[nH]c2ccccc2[n+]1C)c1ccc([O-])cc1,CC(NCC(=O)Nc1ccc2c(c1)CCC2)c1ccc(F)cc1,4241856,4828735,0.8828828828828829,0.6363636363636364,0.7621832358674464,0.7611336032388664,0.8765432098765432
COc1cccc(C(=O)NC2CCN(CCc3c[nH]c4ccccc34)CC2)c1,CC(C)(C)NC(=O)NC(=O)COC(=O)c1sc2ccccc2c1Cl,213623,2489803,0.859504132231405,0.6419753086419753,0.7197664720600501,0.8402777777777778,0.896551724137931
Cc1cc(C)c2[nH]c(=O)c(CN(Cc3cccs3)C(=S)NCc3ccccc3)cc2c1,O=C(CSc1ccccc1F)N1c2ccccc2SCC1c1ccccc1,1141506,7716154,0.8939393939393939,0.5079365079365079,0.6869565217391305,0.782608695652174,0.9357798165137614
COc1cc(CC2CC(CCl)=NO2)cc2c1OCO2,Cc1ccc(C)c(-c2cn3c4c(sc3n2)CCCC4)c1,16767132,19224501,0.9252336448598132,0.7611940298507462,0.7469707769066287,0.8023255813953488,0.9390243902439024
CC(Sc1nnc(-c2ccc(Br)cc2)n1CCc1ccccc1)C(N)=O,Cc1ccccc1CCNC(=O)COC(=O)CCc1ccc(F)cc1,2482775,8212314,0.8623853211009174,0.6338028169014085,0.7900874635568513,0.8274647887323944,0.7857142857142857
CNC(=O)C=Cc1ccc([N+](=O)[O-])cc1,CCN(CC(=O)NCc1cccs1)CC(=O)Nc1ccc2ccccc2c1,875610,8906079,0.9032258064516128,0.6721311475409837,0.8181818181818181,0.8535353535353536,0.9016393442622951
C#CCNC(=O)C=CSc1ccccc1,O=[N+]([O-])c1cc(C(F)(F)F)ccc1S(=O)O,4513924,14066105,0.9315068493150684,0.8135593220338984,0.875748502994012,0.9393939393939394,0.9772727272727273
COc1cc(NC(=O)c2cc3ccccc3oc2=O)cc(S(=O)(=O)c2ccccc2)c1,COc1ccc(NC(=O)c2cn(C)c3ccccc23)cc1,4343746,17492050,0.7722772277227723,0.53125,0.6060842433697348,0.6075268817204301,0.7727272727272727
CCn1c(CNC(=O)c2ccc3c(c2)OCO3)nnc1SCC(=O)Nc1cc(Cl)cc(Cl)c1,CC(C)C1(c2cccs2)OCC(=O)Nc2ccc(-c3ccc(C#N)[nH]3)cc21,4307536,11360923,0.9130434782608696,0.5402298850574713,0.5482534043812908,0.8369304556354916,0.8956521739130435
